ch	start	end	anchor_index
chr1	59366500	59366710	3387
chr1	59367775	59367922	3388
chr1	59368027	59368223	3389
chr1	59368760	59368970	3390
chr1	59394016	59394173	3391
chr1	59397800	59398010	3392
chr1	59408720	59408877	3393
chr1	59423057	59423172	3394
chr1	59423300	59423510	3395
chr1	59432793	59432976	3396
chr1	59433180	59433390	3397
chr1	59452050	59452260	3398
chr1	59468490	59468700	3399
chr1	59468986	59469143	3400
chr1	59469540	59469750	3401
chr1	59500006	59500173	3402
chr1	59500370	59500580	3403
chr1	59511765	59511868	3404
chr1	59512091	59512228	3405
chr1	59523214	59523397	3406
chr1	59543544	59543705	3407
chr1	59556972	59557239	3408
chr1	59568230	59568440	3409
chr1	59569310	59569520	3410
chr1	59594154	59594343	3411
chr1	59594801	59594899	3412
chr1	59595690	59595900	3413
chr1	59638297	59638372	3414
chr1	59658014	59658241	3415
chr1	59669879	59670182	3416
chr1	59674010	59674220	3417
chr1	59674740	59674857	3418
chr1	59697244	59697379	3419
chr1	59698470	59698680	3420
chr1	59698860	59699070	3421
chr1	59699308	59699553	3422
chr1	59699800	59700010	3423
chr1	59714336	59714483	3424
chr1	59718210	59718287	3425
chr1	59730941	59731144	3426
chr1	59753430	59753640	3427
chr1	59758260	59758470	3428
chr1	59758820	59759030	3429
chr1	59759460	59759783	3430
chr1	59761130	59761340	3431
chr1	59761960	59762170	3432
chr1	59767020	59767230	3433
chr1	59780109	59780184	3434
chr1	59805661	59805798	3435
chr1	59814492	59814893	3436
chr1	59822010	59822220	3437
chr1	59843080	59843290	3438
chr1	59856775	59856854	3439
chr1	59879737	59879802	3440
chr1	59903338	59903435	3441
chr1	59903870	59904080	3442
chr1	59908875	59908914	3443
chr1	59926270	59926480	3444
chr1	59930950	59931160	3445
chr1	59932020	59932230	3446
chr1	59936621	59936768	3447
chr1	59947480	59947523	3448
chr1	59971525	59971620	3449
chr1	59975620	59975830	3450
chr1	59976940	59977121	3451
chr1	60157068	60157097	3452
chr1	60266270	60266480	3453
chr1	60281452	60281641	3454
chr1	60281980	60282190	3455
chr1	60425669	60425766	3456
chr1	60573890	60574100	3457
chr1	60733388	60733645	3458
chr1	60765317	60765478	3459
chr1	60829115	60829154	3460
chr1	60846890	60847100	3461
chr1	60847270	60847480	3462
chr1	60848655	60848910	3463
chr1	60859350	60859560	3464
chr1	60866370	60866580	3465
chr1	60924220	60924430	3466
chr1	60925571	60925669	3467
chr1	60969800	60970010	3468
chr1	60972980	60972999	3469
chr1	60979098	60979231	3470
chr1	61042785	61042785	3471
chr1	61043015	61043204	3472
chr1	61049892	61050161	3473
chr1	61054010	61054069	3474
chr1	61056520	61056730	3475
chr1	61076951	61077200	3476
chr1	61078011	61078082	3477
chr1	61079410	61079469	3478
chr1	61089542	61089607	3479
chr1	61109310	61109403	3480
chr1	61114591	61114664	3481
chr1	61121075	61121114	3482
chr1	61157692	61157807	3483
chr1	61183609	61183788	3484
chr1	61184240	61184450	3485
chr1	61184780	61184990	3486
chr1	61210210	61210420	3487
chr1	61210700	61210910	3488
chr1	61221761	61221976	3489
chr1	61223206	61223363	3490
chr1	61230598	61230781	3491
chr1	61253330	61253540	3492
chr1	61253460	61253670	3493
chr1	61264890	61265107	3494
chr1	61287140	61287350	3495
chr1	61293339	61293442	3496
chr1	61298870	61299080	3497
chr1	61302038	61302081	3498
chr1	61303950	61304160	3499
chr1	61319870	61320080	3500
chr1	61322910	61323120	3501
chr1	61338040	61338525	3502
chr1	61338890	61339100	3503
chr1	61350100	61350310	3504
chr1	61372990	61373200	3505
chr1	61379260	61379470	3506
chr1	61379904	61380017	3507
chr1	61436116	61436213	3508
chr1	61452070	61452280	3509
chr1	61453216	61453635	3510
chr1	61547491	61547510	3511
chr1	61588725	61588970	3512
chr1	61640740	61640950	3513
chr1	61641806	61641969	3514
chr1	61647540	61647750	3515
chr1	61653840	61654050	3516
chr1	61700590	61700800	3517
chr1	61700770	61700980	3518
chr1	61725072	61725319	3519
chr1	61752960	61753170	3520
chr1	61837730	61837940	3521
chr1	61843026	61843143	3522
chr1	61852199	61852400	3523
chr1	61854010	61854220	3524
chr1	61914971	61915108	3525
chr1	61915231	61915368	3526
chr1	61916430	61916640	3527
chr1	61950495	61950644	3528
chr1	62041170	62041380	3529
chr1	62070529	62070644	3530
chr1	62082933	62082976	3531
chr1	62088490	62088700	3532
chr1	62111240	62111321	3533
chr1	62131243	62131356	3534
chr1	62135830	62136040	3535
chr1	62144382	62144447	3536
chr1	62175754	62175829	3537
chr1	62198886	62198959	3538
chr1	62229605	62229605	3539
chr1	62237982	62238263	3540
chr1	62241722	62241921	3541
chr1	62272525	62272564	3542
chr1	62288359	62288480	3543
chr1	62294357	62294396	3544
chr1	62315150	62315360	3545
chr1	62352670	62352751	3546
chr1	62386426	62386657	3547
chr1	62391535	62391666	3548
chr1	62407503	62407682	3549
chr1	62424620	62424830	3550
chr1	62437980	62438190	3551
chr1	62508327	62508496	3552
chr1	62515010	62515220	3553
chr1	62516685	62516884	3554
chr1	62529010	62529220	3555
chr1	62530697	62530760	3556
chr1	62585632	62585753	3557
chr1	62593880	62594090	3558
chr1	62609096	62609149	3559
chr1	62609750	62609960	3560
chr1	62622059	62622182	3561
chr1	62672421	62672580	3562
chr1	62688360	62688570	3563
chr1	62689310	62689520	3564
chr1	62690446	62690547	3565
chr1	62729030	62729235	3566
chr1	62733984	62734331	3567
chr1	62746671	62746752	3568
chr1	62781080	62781290	3569
chr1	62783625	62784240	3570
chr1	62841010	62841220	3571
chr1	62841743	62841870	3572
chr1	62857032	62857129	3573
chr1	62869482	62869661	3574
chr1	62874440	62874650	3575
chr1	62877710	62877920	3576
chr1	62892306	62892375	3577
chr1	62906521	62906619	3578
chr1	62911790	62912000	3579
chr1	62912137	62912306	3580
chr1	62954340	62954550	3581
chr1	62962060	62962270	3582
chr1	62962450	62962660	3583
chr1	62963321	62963468	3584
chr1	62989633	62989736	3585
chr1	63005042	63005107	3586
chr1	63063450	63063660	3587
chr1	63149193	63149286	3588
chr1	63189919	63190030	3589
chr1	63229440	63229650	3590
chr1	63316937	63317254	3591
chr1	63326810	63327020	3592
chr1	63327742	63327779	3593
chr1	63365840	63366050	3594
chr1	63367425	63367832	3595
chr1	63441698	63441899	3596
chr1	63466876	63466993	3597
chr1	63538097	63538194	3598
chr1	63557585	63557628	3599
chr1	63557941	63558078	3600
chr1	63575414	63575489	3601
chr1	63593262	63593327	3602
chr1	63615926	63616075	3603
chr1	63639120	63639330	3604
chr1	63641014	63641227	3605
chr1	63641328	63641533	3606
chr1	63642730	63642940	3607
chr1	63674474	63674693	3608
chr1	63678310	63678520	3609
chr1	63692082	63692179	3610
chr1	63705189	63705286	3611
chr1	63718610	63718820	3612
chr1	63773891	63774040	3613
chr1	63817151	63817328	3614
chr1	63915308	63915351	3615
chr1	64136710	64136920	3616
chr1	64137190	64137381	3617
chr1	64231200	64231410	3618
chr1	64243136	64243233	3619
chr1	64245630	64245840	3620
chr1	64246230	64246249	3621
chr1	64246459	64246630	3622
chr1	64269185	64269336	3623
chr1	64373900	64374110	3624
chr1	64389000	64389210	3625
chr1	64584550	64584760	3626
chr1	64596760	64596970	3627
chr1	64629780	64629990	3628
chr1	64663890	64663909	3629
chr1	64675856	64675973	3630
chr1	64686851	64686998	3631
chr1	64744498	64744647	3632
chr1	64744869	64745154	3633
chr1	64753190	64753400	3634
chr1	64753420	64753630	3635
chr1	64754260	64754470	3636
chr1	64822720	64822930	3637
chr1	64824302	64824449	3638
chr1	64861710	64861833	3639
chr1	64898178	64898311	3640
chr1	64898647	64898844	3641
chr1	64899180	64899390	3642
chr1	64905760	64905970	3643
chr1	64906620	64906830	3644
chr1	64910663	64910884	3645
chr1	64910945	64911024	3646
chr1	64916046	64916129	3647
chr1	64916380	64916590	3648
chr1	64916580	64916790	3649
chr1	64921870	64922080	3650
chr1	64933590	64933800	3651
chr1	64934226	64934383	3652
chr1	64953390	64953519	3653
chr1	64956320	64956530	3654
chr1	64967450	64967660	3655
chr1	64969700	64969910	3656
chr1	64981080	64981290	3657
chr1	64983810	64984020	3658
chr1	64987000	64987210	3659
chr1	64987358	64987543	3660
chr1	64987566	64987803	3661
chr1	64994910	64995120	3662
chr1	64995240	64995450	3663
chr1	65020520	65020730	3664
chr1	65020867	65021052	3665
chr1	65059690	65059900	3666
chr1	65060080	65060129	3667
chr1	65062370	65062580	3668
chr1	65063206	65063277	3669
chr1	65075505	65075604	3670
chr1	65146310	65146520	3671
chr1	65148730	65148940	3672
chr1	65149050	65149260	3673
chr1	65153150	65153360	3674
chr1	65156430	65156640	3675
chr1	65158873	65159026	3676
chr1	65208600	65208810	3677
chr1	65209401	65209510	3678
chr1	65215731	65215854	3679
chr1	65235974	65236137	3680
chr1	65236320	65236530	3681
chr1	65254302	65254509	3682
chr1	65254594	65254661	3683
chr1	65258310	65258520	3684
chr1	65309336	65309549	3685
chr1	65339977	65340152	3686
chr1	65359994	65360107	3687
chr1	65388610	65388669	3688
chr1	65401691	65401789	3689
chr1	65406270	65406480	3690
chr1	65408113	65408162	3691
chr1	65422110	65422320	3692
chr1	65425890	65425909	3693
chr1	65430690	65430900	3694
chr1	65431232	65431415	3695
chr1	65449569	65449794	3696
chr1	65459480	65459679	3697
chr1	65467560	65467881	3698
chr1	65471518	65471695	3699
chr1	65474690	65474900	3700
chr1	65476545	65476545	3701
chr1	65484390	65484633	3702
chr1	65514040	65514250	3703
chr1	65514190	65514400	3704
chr1	65581261	65581382	3705
chr1	65687766	65688097	3706
chr1	65958240	65958450	3707
chr1	65959023	65959072	3708
chr1	65959250	65959460	3709
chr1	66147260	66147470	3710
chr1	66177620	66177830	3711
chr1	66242370	66242580	3712
chr1	66242798	66242919	3713
chr1	66253376	66253617	3714
chr1	66403400	66403610	3715
chr1	66446568	66446641	3716
chr1	66452360	66452481	3717
chr1	66503931	66504168	3718
chr1	66520181	66520358	3719
chr1	66542606	66542723	3720
chr1	66543136	66543869	3721
chr1	66563520	66563730	3722
chr1	66575780	66575990	3723
chr1	66675210	66675420	3724
chr1	66705192	66705277	3725
chr1	66711588	66711621	3726
chr1	66726176	66726259	3727
chr1	66765102	66765321	3728
chr1	66914470	66914680	3729
chr1	66925390	66925449	3730
chr1	66929300	66929510	3731
chr1	66930141	66930354	3732
chr1	66930719	66930950	3733
chr1	66944980	66945190	3734
chr1	66996197	66996252	3735
chr1	67032220	67032430	3736
chr1	67052753	67053028	3737
chr1	67058292	67058557	3738
chr1	67103646	67103803	3739
chr1	67122520	67122730	3740
chr1	67139245	67139324	3741
chr1	67144850	67145009	3742
chr1	67148910	67149120	3743
chr1	67149267	67149422	3744
chr1	67211704	67211829	3745
chr1	67214545	67214624	3746
chr1	67234185	67234224	3747
chr1	67347827	67347946	3748
chr1	67367569	67367680	3749
chr1	67428980	67429190	3750
chr1	67436440	67436650	3751
chr1	67489769	67489864	3752
chr1	67500514	67500787	3753
chr1	67513460	67513670	3754
chr1	67514021	67514314	3755
chr1	67533550	67533760	3756
chr1	67534671	67534864	3757
chr1	67535573	67535626	3758
chr1	67552521	67552614	3759
chr1	67553390	67553600	3760
chr1	67561010	67561220	3761
chr1	67561742	67561959	3762
chr1	67562340	67562550	3763
chr1	67572190	67572400	3764
chr1	67578786	67578927	3765
chr1	67633272	67633357	3766
chr1	67644780	67644990	3767
chr1	67664185	67664404	3768
chr1	67685023	67685212	3769
chr1	67685550	67685760	3770
chr1	67685990	67686009	3771
chr1	67697836	67697983	3772
chr1	67700290	67700500	3773
chr1	67700840	67701029	3774
chr1	67724580	67724790	3775
chr1	67725013	67725126	3776
chr1	67746760	67746970	3777
chr1	67748803	67748834	3778
chr1	67760152	67760277	3779
chr1	67760421	67760440	3780
chr1	67761760	67761970	3781
chr1	67762360	67762570	3782
chr1	67765850	67766060	3783
chr1	67766215	67766434	3784
chr1	67832560	67832770	3785
chr1	67848520	67848730	3786
chr1	67850097	67850292	3787
chr1	67853793	67853876	3788
chr1	67854830	67855040	3789
chr1	68111935	68112014	3790
chr1	68116807	68116914	3791
chr1	68118010	68118220	3792
chr1	68119910	68120120	3793
chr1	68120258	68120483	3794
chr1	68163025	68163025	3795
chr1	68321187	68321318	3796
chr1	68342873	68342972	3797
chr1	68443201	68443284	3798
chr1	68470461	68470638	3799
chr1	68496692	68496801	3800
chr1	68497136	68497243	3801
chr1	68497770	68497980	3802
chr1	68600188	68600261	3803
chr1	69700360	69700570	3804
chr1	69700914	69700971	3805
chr1	69737675	69737842	3806
chr1	69787300	69787510	3807
chr1	70034620	70034653	3808
chr1	70113080	70113099	3809
chr1	70133070	70133189	3810
chr1	70156706	70156863	3811
chr1	70205140	70205350	3812
chr1	70205467	70205712	3813
chr1	70205750	70205960	3814
chr1	70206160	70206370	3815
chr1	70206870	70207080	3816
chr1	70208990	70209200	3817
chr1	70221250	70221499	3818
chr1	70223260	70223470	3819
chr1	70258740	70258950	3820
chr1	70323650	70323860	3821
chr1	70333310	70333520	3822
chr1	70352880	70353090	3823
chr1	70353150	70353360	3824
chr1	70355390	70355600	3825
chr1	70410550	70410760	3826
chr1	70410961	70411292	3827
chr1	70412140	70412350	3828
chr1	70487980	70488195	3829
chr1	70488500	70488710	3830
chr1	70510149	70510372	3831
chr1	70510685	70510764	3832
chr1	70528917	70528964	3833
chr1	70529190	70529400	3834
chr1	70617780	70617990	3835
chr1	70683800	70684010	3836
chr1	70685410	70685627	3837
chr1	70745352	70745389	3838
chr1	70896378	70896397	3839
chr1	70963605	70963605	3840
chr1	70966150	70966360	3841
chr1	71050139	71050220	3842
chr1	71080150	71080360	3843
chr1	71080908	71081375	3844
chr1	71094001	71094178	3845
chr1	71521710	71521920	3846
chr1	71524500	71524710	3847
chr1	71588040	71588250	3848
chr1	71884390	71884600	3849
chr1	71901380	71901590	3850
chr1	72037905	72038004	3851
chr1	72186821	72187008	3852
chr1	72235142	72235391	3853
chr1	72282754	72282995	3854
chr1	72284505	72284505	3855
chr1	72289820	72290030	3856
chr1	72298390	72298600	3857
chr1	72366596	72366773	3858
chr1	72483136	72483269	3859
chr1	72623251	72623512	3860
chr1	72845513	72845556	3861
chr1	73675021	73675244	3862
chr1	73840110	73840159	3863
chr1	73998166	73998283	3864
chr1	73998404	73998675	3865
chr1	74010190	74010465	3866
chr1	74014620	74014830	3867
chr1	74198059	74198358	3868
chr1	74198540	74198750	3869
chr1	74317810	74318020	3870
chr1	74325201	74325299	3871
chr1	74356700	74356743	3872
chr1	74469088	74469257	3873
chr1	74504221	74504490	3874
chr1	74504750	74504960	3875
chr1	74586640	74586850	3876
chr1	74594280	74594490	3877
chr1	74688170	74688380	3878
chr1	74689360	74689570	3879
chr1	74690001	74690064	3880
chr1	74731631	74731778	3881
chr1	74733004	74733149	3882
chr1	74733614	74733969	3883
chr1	74772022	74772247	3884
chr1	74969720	74969930	3885
chr1	74986190	74986400	3886
chr1	75053385	75053424	3887
chr1	75124730	75124749	3888
chr1	75201020	75201230	3889
chr1	75202220	75202430	3890
chr1	75203732	75203937	3891
chr1	75233421	75233584	3892
chr1	75265851	75265940	3893
chr1	75266340	75266550	3894
chr1	75293750	75293960	3895
chr1	75374820	75375030	3896
chr1	75375700	75375910	3897
chr1	75376243	75376372	3898
chr1	75403290	75403500	3899
chr1	75461961	75462074	3900
chr1	75493060	75493270	3901
chr1	75518650	75518860	3902
chr1	75520850	75521060	3903
chr1	75614827	75615018	3904
chr1	75615520	75615730	3905
chr1	75615640	75615850	3906
chr1	75632485	75632618	3907
chr1	75672880	75673090	3908
chr1	75677732	75677947	3909
chr1	75678146	75678313	3910
chr1	75724576	75724829	3911
chr1	75725210	75725420	3912
chr1	75761630	75761840	3913
chr1	75785380	75785590	3914
chr1	75786138	75786281	3915
chr1	75786795	75786795	3916
chr1	75787140	75787350	3917
chr1	75810190	75810400	3918
chr1	75842635	75842818	3919
chr1	75855056	75855213	3920
chr1	75890460	75890670	3921
chr1	75908700	75908873	3922
chr1	75991667	75991774	3923
chr1	76140410	76140469	3924
chr1	76154246	76154344	3925
chr1	76331172	76331261	3926
chr1	76332041	76332178	3927
chr1	76675390	76675600	3928
chr1	76730127	76730242	3929
chr1	76741016	76741189	3930
chr1	76901309	76901416	3931
chr1	77024651	77024764	3932
chr1	77126384	77126441	3933
chr1	77143615	77143766	3934
chr1	77148288	77148477	3935
chr1	77218010	77218220	3936
chr1	77219283	77219538	3937
chr1	77313612	77313741	3938
chr1	77417181	77417252	3939
chr1	77449140	77449350	3940
chr1	77472277	77472344	3941
chr1	77515551	77515834	3942
chr1	77533240	77533450	3943
chr1	77533805	77533970	3944
chr1	77534160	77534370	3945
chr1	77534820	77535030	3946
chr1	77538990	77539200	3947
chr1	77570650	77570860	3948
chr1	77579560	77579770	3949
chr1	77585700	77585910	3950
chr1	77653980	77654190	3951
chr1	77655440	77655650	3952
chr1	77682320	77682530	3953
chr1	77683338	77683611	3954
chr1	77683831	77683929	3955
chr1	77687970	77688180	3956
chr1	77744650	77744860	3957
chr1	77758450	77758660	3958
chr1	77759110	77759320	3959
chr1	77759773	77759902	3960
chr1	77779581	77779742	3961
chr1	77795330	77795540	3962
chr1	77796839	77797044	3963
chr1	77825447	77825528	3964
chr1	77841580	77841790	3965
chr1	77887810	77888020	3966
chr1	77888127	77888274	3967
chr1	77889300	77889510	3968
chr1	77899830	77900040	3969
chr1	77901510	77901720	3970
chr1	77949243	77949292	3971
chr1	77978120	77978330	3972
chr1	77996250	77996269	3973
chr1	78001260	78001470	3974
chr1	78004756	78004893	3975
chr1	78045878	78046073	3976
chr1	78046240	78046450	3977
chr1	78047230	78047440	3978
chr1	78048330	78048540	3979
chr1	78089034	78089295	3980
chr1	78114478	78114621	3981
chr1	78115980	78116190	3982
chr1	78130870	78130999	3983
chr1	78145205	78145284	3984
chr1	78554040	78554099	3985
chr1	78570711	78570888	3986
chr1	78617655	78617734	3987
chr1	78676518	78676687	3988
chr1	78839750	78840013	3989
chr1	79353420	79353439	3990
chr1	80217546	80217663	3991
chr1	80219220	80219430	3992
chr1	80697960	80698170	3993
chr1	80766440	80766650	3994
chr1	81549614	81549817	3995
chr1	81761570	81761780	3996
chr1	81802900	81803110	3997
chr1	81803750	81803960	3998
chr1	81808951	81809088	3999
chr1	81848953	81849082	4000
chr1	81975321	81975419	4001
chr1	82015670	82015689	4002
chr1	82106700	82106910	4003
chr1	82516280	82516490	4004
chr1	82583910	82584120	4005
chr1	82604666	82604715	4006
chr1	82775615	82775615	4007
chr1	83495430	83495640	4008
chr1	83670970	83671180	4009
chr1	83692570	83692780	4010
chr1	83693430	83693640	4011
chr1	83741308	83741637	4012
chr1	83741790	83742000	4013
chr1	83765300	83765510	4014
chr1	83765570	83765780	4015
chr1	83777010	83777220	4016
chr1	83818990	83819200	4017
chr1	83850940	83851150	4018
chr1	83860540	83860675	4019
chr1	83905389	83905550	4020
chr1	83931818	83931915	4021
chr1	83998530	83998740	4022
chr1	83998780	83998990	4023
chr1	83998930	83999140	4024
chr1	83999340	83999359	4025
chr1	84037850	84038060	4026
chr1	84122903	84123074	4027
chr1	84123790	84124000	4028
chr1	84140790	84141000	4029
chr1	84230330	84230540	4030
chr1	84271980	84272190	4031
chr1	84298926	84299043	4032
chr1	84365840	84366050	4033
chr1	84433902	84434047	4034
chr1	84442375	84442424	4035
chr1	84478630	84478840	4036
chr1	84478780	84478990	4037
chr1	84479153	84479436	4038
chr1	84479478	84479643	4039
chr1	84505365	84505404	4040
chr1	84541790	84541971	4041
chr1	84559880	84560090	4042
chr1	84574042	84574257	4043
chr1	84574381	84574508	4044
chr1	84583200	84583410	4045
chr1	84604030	84604240	4046
chr1	84604392	84604511	4047
chr1	84604666	84604813	4048
chr1	84619720	84619930	4049
chr1	84620420	84620630	4050
chr1	84620762	84621271	4051
chr1	84634950	84635160	4052
chr1	84689540	84689750	4053
chr1	84689850	84690060	4054
chr1	84720504	84720797	4055
chr1	84721340	84721359	4056
chr1	84753618	84753817	4057
chr1	84756650	84756860	4058
chr1	84772439	84772588	4059
chr1	84782615	84782694	4060
chr1	84936295	84936478	4061
chr1	84945046	84945207	4062
chr1	84945760	84945970	4063
chr1	85071070	85071280	4064
chr1	85078990	85079200	4065
chr1	85109525	85109608	4066
chr1	85135510	85135720	4067
chr1	85147169	85147280	4068
chr1	85199200	85199410	4069
chr1	85199600	85199810	4070
chr1	85201965	85201965	4071
chr1	85230777	85230832	4072
chr1	85254861	85255004	4073
chr1	85259592	85259809	4074
chr1	85260040	85260250	4075
chr1	85283659	85283696	4076
chr1	85298040	85298250	4077
chr1	85306440	85306650	4078
chr1	85308277	85308402	4079
chr1	85329081	85329188	4080
chr1	85344378	85344495	4081
chr1	85379620	85379830	4082
chr1	85386240	85386450	4083
chr1	85396250	85396460	4084
chr1	85398867	85398922	4085
chr1	85407294	85407475	4086
chr1	85438521	85438619	4087
chr1	85460576	85460785	4088
chr1	85461000	85461210	4089
chr1	85464494	85464755	4090
chr1	85495012	85495097	4091
chr1	85495820	85496030	4092
chr1	85500990	85501200	4093
chr1	85502879	85503062	4094
chr1	85527150	85527360	4095
chr1	85576590	85576800	4096
chr1	85577075	85577226	4097
chr1	85580216	85580333	4098
chr1	85580581	85580842	4099
chr1	85580950	85581160	4100
chr1	85581368	85581445	4101
chr1	85584280	85584490	4102
chr1	85605643	85605708	4103
chr1	85605940	85606150	4104
chr1	85606110	85606320	4105
chr1	85607140	85607350	4106
chr1	85607466	85607597	4107
chr1	85613213	85613336	4108
chr1	85629018	85629215	4109
chr1	85661890	85662100	4110
chr1	85680930	85681140	4111
chr1	85681263	85681358	4112
chr1	85692150	85692360	4113
chr1	85692833	85692992	4114
chr1	85693160	85693370	4115
chr1	85707510	85707720	4116
chr1	85708373	85708506	4117
chr1	85884721	85884942	4118
chr1	85911893	85912006	4119
chr1	86018378	86018567	4120
chr1	86356280	86356490	4121
chr1	86379900	86380110	4122
chr1	86381360	86381570	4123
chr1	86419400	86419610	4124
chr1	86474085	86474372	4125
chr1	86500164	86500319	4126
chr1	86502209	86502436	4127
chr1	86503900	86504110	4128
chr1	86508136	86508253	4129
chr1	86515756	86515805	4130
chr1	86662960	86663170	4131
chr1	86674470	86674680	4132
chr1	86704402	86704929	4133
chr1	86742105	86742192	4134
chr1	86753818	86753891	4135
chr1	86758726	86758815	4136
chr1	86766030	86766240	4137
chr1	86766290	86766500	4138
chr1	86773660	86773870	4139
chr1	86781063	86781162	4140
chr1	86793133	86793304	4141
chr1	86811736	86811805	4142
chr1	86823957	86824012	4143
chr1	86833775	86833834	4144
chr1	86845649	86845788	4145
chr1	86860128	86860321	4146
chr1	86860609	86860712	4147
chr1	86914035	86914074	4148
chr1	86915996	86916113	4149
chr1	86933751	86933846	4150
chr1	86934817	86935013	4151
chr1	86965368	86965483	4152
chr1	86982102	86982161	4153
chr1	87024760	87024970	4154
chr1	87025346	87025397	4155
chr1	87025810	87026020	4156
chr1	87083716	87083833	4157
chr1	87084374	87084495	4158
chr1	87111670	87111880	4159
chr1	87131793	87132058	4160
chr1	87226315	87226498	4161
chr1	87281330	87281540	4162
chr1	87293046	87293179	4163
chr1	87326083	87326232	4164
chr1	87327580	87327790	4165
chr1	87329680	87329890	4166
chr1	87335396	87335493	4167
chr1	87451040	87451059	4168
chr1	87478311	87478448	4169
chr1	87598590	87598649	4170
chr1	87642576	87642845	4171
chr1	87673911	87674018	4172
chr1	87683850	87684060	4173
chr1	87720734	87720847	4174
chr1	87787090	87787209	4175
chr1	87787631	87787828	4176
chr1	87794320	87794530	4177
chr1	87795421	87795558	4178
chr1	87804200	87804410	4179
chr1	87928838	87928881	4180
chr1	87933300	87933510	4181
chr1	87953859	87954016	4182
chr1	88061627	88061734	4183
chr1	88079152	88079317	4184
chr1	88117660	88117870	4185
chr1	88125840	88126050	4186
chr1	88173931	88174108	4187
chr1	88175850	88176029	4188
chr1	88180305	88180344	4189
chr1	88180534	88180773	4190
chr1	88222486	88222587	4191
chr1	88302510	88302720	4192
chr1	88303272	88303331	4193
chr1	88311410	88311620	4194
chr1	88312019	88312146	4195
chr1	88461840	88462050	4196
chr1	88608152	88608417	4197
chr1	88683925	88684372	4198
chr1	88684840	88684899	4199
chr1	88736625	88736908	4200
chr1	88739750	88739960	4201
chr1	88800432	88800707	4202
chr1	88800865	88800904	4203
chr1	88877493	88877652	4204
chr1	88890821	88890919	4205
chr1	88891660	88891719	4206
chr1	88892509	88892740	4207
chr1	88893041	88893178	4208
chr1	88911918	88911951	4209
chr1	88920380	88920590	4210
chr1	88923370	88923580	4211
chr1	88935050	88935260	4212
chr1	88935628	88935739	4213
chr1	88935960	88936170	4214
chr1	88936090	88936300	4215
chr1	88973666	88973805	4216
chr1	88983956	88984167	4217
chr1	88985068	88985341	4218
chr1	88985500	88985710	4219
chr1	88998844	88998957	4220
chr1	89022316	89022419	4221
chr1	89032550	89032760	4222
chr1	89044920	89045130	4223
chr1	89045318	89045591	4224
chr1	89064590	89064800	4225
chr1	89065176	89065453	4226
chr1	89066760	89066970	4227
chr1	89072693	89072742	4228
chr1	89085947	89086042	4229
chr1	89123580	89123790	4230
chr1	89125670	89125880	4231
chr1	89126125	89126164	4232
chr1	89129710	89129920	4233
chr1	89149414	89149449	4234
chr1	89190145	89190184	4235
chr1	89273180	89273390	4236
chr1	89276794	89276887	4237
chr1	89331980	89332190	4238
chr1	89356850	89357060	4239
chr1	89357224	89357301	4240
chr1	89357610	89357669	4241
chr1	89358359	89358598	4242
chr1	89381730	89381940	4243
chr1	89455265	89455442	4244
chr1	89455900	89456110	4245
chr1	89483406	89483507	4246
chr1	89519945	89520024	4247
chr1	89524736	89524897	4248
chr1	89525060	89525270	4249
chr1	89552720	89552930	4250
chr1	89566090	89566300	4251
chr1	89587988	89588141	4252
chr1	89593021	89593040	4253
chr1	89599182	89599259	4254
chr1	89610220	89610279	4255
chr1	89616050	89616260	4256
chr1	89623060	89623119	4257
chr1	89632420	89632630	4258
chr1	89633008	89633097	4259
chr1	89694310	89694520	4260
chr1	89754500	89754710	4261
chr1	89754720	89754930	4262
chr1	89763112	89763203	4263
chr1	89763720	89763930	4264
chr1	89780793	89780890	4265
chr1	89804794	89804903	4266
chr1	89820729	89821090	4267
chr1	89833830	89834040	4268
chr1	89836060	89836270	4269
chr1	89836375	89836454	4270
chr1	89837024	89837107	4271
chr1	89837330	89837540	4272
chr1	89838170	89838380	4273
chr1	89842671	89842838	4274
chr1	89843318	89843475	4275
chr1	89871179	89871404	4276
chr1	89887358	89887521	4277
chr1	89902374	89902519	4278
chr1	89906110	89906320	4279
chr1	89906705	89906894	4280
chr1	89928629	89928778	4281
chr1	89938110	89938320	4282
chr1	89938416	89938501	4283
chr1	89943220	89943430	4284
chr1	89950387	89950583	4285
chr1	89950900	89951110	4286
chr1	89953371	89953444	4287
chr1	89987335	89987446	4288
chr1	89994916	89995183	4289
chr1	90046123	90046218	4290
chr1	90047210	90047420	4291
chr1	90114581	90114858	4292
chr1	90133155	90133294	4293
chr1	90149255	90149334	4294
chr1	90402790	90403000	4295
chr1	90403140	90403350	4296
chr1	90551050	90551260	4297
chr1	90579322	90579431	4298
chr1	90616442	90616677	4299
chr1	90720450	90720660	4300
chr1	90721574	90721679	4301
chr1	90721960	90722170	4302
chr1	90800450	90800660	4303
chr1	90850020	90850230	4304
chr1	90851624	90851743	4305
chr1	90852140	90852350	4306
chr1	90879410	90879620	4307
chr1	90919310	90919520	4308
chr1	90959755	90959794	4309
chr1	90960390	90960600	4310
chr1	90964557	90964766	4311
chr1	90998150	90998360	4312
chr1	91014580	91014790	4313
chr1	91018175	91018254	4314
chr1	91021060	91021270	4315
chr1	91022249	91022352	4316
chr1	91026420	91026630	4317
chr1	91037131	91037352	4318
